transaction_id,date,time,branch,service_type,total_amount_aed,parts_cost_aed,labour_cost_aed,payment_method,status,month,quarter,day_of_week
TXN-007721,1/6/2024,17:12,Abu Dhabi-Mussafah,Full Service,755.41,303.11,452.3,Card,Completed,2024-01,Q1,Saturday
TXN-007722,1/6/2024,10:53,Abu Dhabi-Mussafah,Detailing,395.11,147.02,248.09,Corporate Account,Completed,2024-01,Q1,Saturday
TXN-007723,1/6/2024,16:11,Abu Dhabi-Mussafah,Wheel Alignment,153.16,52.19,100.97,Card,Completed,2024-01,Q1,Saturday
TXN-007724,1/6/2024,8:42,Abu Dhabi-Mussafah,Brake Service,485.83,164.18,321.65,Corporate Account,Completed,2024-01,Q1,Saturday
TXN-007725,1/6/2024,11:26,Abu Dhabi-Mussafah,AC Service,337.25,132.98,204.27,Corporate Account,Completed,2024-01,Q1,Saturday
TXN-007726,1/6/2024,18:07,Abu Dhabi-Mussafah,Oil Change,187.61,74.95,112.66,Card,Completed,2024-01,Q1,Saturday
TXN-007727,1/6/2024,8:23,Abu Dhabi-Mussafah,Wheel Alignment,143.12,43.32,99.8,Corporate Account,Completed,2024-01,Q1,Saturday
TXN-007728,1/6/2024,17:29,Abu Dhabi-Mussafah,Wheel Alignment,158.66,68.34,90.32,Card,Completed,2024-01,Q1,Saturday
TXN-007729,1/6/2024,16:58,Abu Dhabi-Mussafah,Brake Service,479.83,169.58,310.25,Cash,Completed,2024-01,Q1,Saturday
TXN-007730,1/6/2024,10:14,Abu Dhabi-Mussafah,Battery Replacement,315.19,134.82,180.37,Card,Completed,2024-01,Q1,Saturday
TXN-007731,1/6/2024,10:03,Abu Dhabi-Mussafah,Full Service,785.8,309.25,476.55,Corporate Account,Completed,2024-01,Q1,Saturday
TXN-007732,1/6/2024,16:25,Abu Dhabi-Mussafah,Oil Change,183.3,75.08,108.22,Card,Completed,2024-01,Q1,Saturday
TXN-007733,1/6/2024,18:07,Abu Dhabi-Mussafah,Battery Replacement,309.8,119.28,190.52,Corporate Account,Completed,2024-01,Q1,Saturday
TXN-007734,1/7/2024,15:14,Abu Dhabi-Mussafah,Engine Diagnostics,211.98,90.6,121.38,Card,Completed,2024-01,Q1,Sunday
TXN-007735,1/7/2024,15:55,Abu Dhabi-Mussafah,Tyre Replacement,929.07,375.21,553.86,Card,Completed,2024-01,Q1,Sunday
TXN-007736,1/7/2024,11:56,Abu Dhabi-Mussafah,AC Service,364.99,128.1,236.89,Cash,Completed,2024-01,Q1,Sunday
TXN-007737,1/7/2024,15:02,Abu Dhabi-Mussafah,Oil Change,179.36,62.5,116.86,Corporate Account,Completed,2024-01,Q1,Sunday
TXN-007738,1/7/2024,12:12,Abu Dhabi-Mussafah,Oil Change,171.66,69.57,102.09,Cash,Completed,2024-01,Q1,Sunday
TXN-007739,1/7/2024,16:03,Abu Dhabi-Mussafah,Wheel Alignment,135.76,58.02,77.74,Cash,Completed,2024-01,Q1,Sunday
TXN-007740,1/7/2024,15:57,Abu Dhabi-Mussafah,Wheel Alignment,148.35,46.7,101.65,Cash,Completed,2024-01,Q1,Sunday
TXN-007741,1/7/2024,18:05,Abu Dhabi-Mussafah,Oil Change,188.45,63.46,124.99,Cash,Completed,2024-01,Q1,Sunday
TXN-007742,1/7/2024,11:44,Abu Dhabi-Mussafah,Suspension Repair,790.58,279.82,510.76,Card,Completed,2024-01,Q1,Sunday
TXN-007743,1/7/2024,19:08,Abu Dhabi-Mussafah,Full Service,799.77,291.66,508.11,Card,Completed,2024-01,Q1,Sunday
TXN-007744,1/7/2024,8:14,Abu Dhabi-Mussafah,Oil Change,172.23,75.04,97.19,Card,Completed,2024-01,Q1,Sunday
TXN-007745,1/7/2024,19:25,Abu Dhabi-Mussafah,Oil Change,162.64,49.86,112.78,Card,Completed,2024-01,Q1,Sunday
TXN-007746,1/7/2024,19:05,Abu Dhabi-Mussafah,AC Service,344.09,136.74,207.35,Corporate Account,Completed,2024-01,Q1,Sunday
TXN-007747,1/7/2024,10:46,Abu Dhabi-Mussafah,Wheel Alignment,151.51,64.01,87.5,Cash,Completed,2024-01,Q1,Sunday
TXN-007748,1/7/2024,17:59,Abu Dhabi-Mussafah,Tyre Replacement,878.46,349.28,529.18,Card,Completed,2024-01,Q1,Sunday
TXN-007749,1/8/2024,16:15,Abu Dhabi-Mussafah,Full Service,761.81,281.72,480.09,Card,Completed,2024-01,Q1,Monday
TXN-007750,1/8/2024,15:36,Abu Dhabi-Mussafah,Detailing,398.49,126.08,272.41,Card,Completed,2024-01,Q1,Monday
TXN-007751,1/8/2024,16:37,Abu Dhabi-Mussafah,Wheel Alignment,150.26,59.34,90.92,Corporate Account,Completed,2024-01,Q1,Monday
TXN-007752,1/8/2024,12:20,Abu Dhabi-Mussafah,Detailing,398.32,134.73,263.59,Card,Completed,2024-01,Q1,Monday
TXN-007753,1/8/2024,15:00,Abu Dhabi-Mussafah,Tyre Replacement,923.6,308.62,614.98,Cash,Completed,2024-01,Q1,Monday
TXN-007754,1/8/2024,11:12,Abu Dhabi-Mussafah,Detailing,386.58,134.57,252.01,Card,Completed,2024-01,Q1,Monday
TXN-007755,1/8/2024,14:16,Abu Dhabi-Mussafah,Brake Service,485.69,176.96,308.73,Card,Completed,2024-01,Q1,Monday
TXN-007756,1/8/2024,15:16,Abu Dhabi-Mussafah,Oil Change,181.08,79.48,101.6,Card,Completed,2024-01,Q1,Monday
TXN-007757,1/8/2024,14:03,Abu Dhabi-Mussafah,Full Service,739.99,320.97,419.02,Corporate Account,Completed,2024-01,Q1,Monday
TXN-007758,1/8/2024,14:36,Abu Dhabi-Mussafah,Oil Change,162.8,55.81,106.99,Card,Completed,2024-01,Q1,Monday
TXN-007759,1/8/2024,16:13,Abu Dhabi-Mussafah,Tyre Replacement,814.41,326.4,488.01,Card,Completed,2024-01,Q1,Monday
TXN-007760,1/8/2024,8:23,Abu Dhabi-Mussafah,Full Service,747.11,266.29,480.82,Corporate Account,Completed,2024-01,Q1,Monday
TXN-007761,1/8/2024,9:42,Abu Dhabi-Mussafah,Wheel Alignment,153.05,67.31,85.74,Card,Completed,2024-01,Q1,Monday
TXN-007762,1/8/2024,10:33,Abu Dhabi-Mussafah,Wheel Alignment,144.31,62.77,81.54,Cash,Completed,2024-01,Q1,Monday
TXN-007763,1/8/2024,14:06,Abu Dhabi-Mussafah,Wheel Alignment,153.67,62.65,91.02,Cash,Completed,2024-01,Q1,Monday
TXN-007764,1/8/2024,19:08,Abu Dhabi-Mussafah,Tyre Replacement,978.81,437.92,540.89,Corporate Account,Completed,2024-01,Q1,Monday
TXN-007765,1/8/2024,19:47,Abu Dhabi-Mussafah,Detailing,409,180.39,228.61,Cash,Completed,2024-01,Q1,Monday
TXN-007766,1/8/2024,16:21,Abu Dhabi-Mussafah,Tyre Replacement,0,0,0,Cash,Void,2024-01,Q1,Monday
TXN-007767,1/9/2024,17:45,Abu Dhabi-Mussafah,Wheel Alignment,159.91,63.78,96.13,Card,Completed,2024-01,Q1,Tuesday
TXN-007768,1/9/2024,17:46,Abu Dhabi-Mussafah,Oil Change,168.17,73.49,94.68,Cash,Completed,2024-01,Q1,Tuesday
TXN-007769,1/9/2024,9:23,Abu Dhabi-Mussafah,AC Service,339.55,141.17,198.38,Corporate Account,Completed,2024-01,Q1,Tuesday
TXN-007770,1/9/2024,18:17,Abu Dhabi-Mussafah,Oil Change,187.75,70.95,116.8,Card,Completed,2024-01,Q1,Tuesday
TXN-007771,1/9/2024,16:10,Abu Dhabi-Mussafah,Full Service,771.43,329.81,441.62,Cash,Completed,2024-01,Q1,Tuesday
TXN-007772,1/9/2024,16:27,Abu Dhabi-Mussafah,Wheel Alignment,164.05,67.83,96.22,Card,Completed,2024-01,Q1,Tuesday
TXN-007773,1/9/2024,8:50,Abu Dhabi-Mussafah,AC Service,378.53,160.13,218.4,Card,Completed,2024-01,Q1,Tuesday
TXN-007774,1/9/2024,15:15,Abu Dhabi-Mussafah,Battery Replacement,331.68,133.3,198.38,Cash,Completed,2024-01,Q1,Tuesday
TXN-007775,1/9/2024,17:33,Abu Dhabi-Mussafah,Tyre Replacement,872.13,280.42,591.71,Card,Completed,2024-01,Q1,Tuesday
TXN-007776,1/9/2024,17:01,Abu Dhabi-Mussafah,Oil Change,168.93,70.05,98.88,Cash,Completed,2024-01,Q1,Tuesday
TXN-007777,1/9/2024,11:12,Abu Dhabi-Mussafah,AC Service,350.61,136.32,214.29,Cash,Completed,2024-01,Q1,Tuesday
TXN-007778,1/9/2024,10:41,Abu Dhabi-Mussafah,Oil Change,167.33,57.91,109.42,Corporate Account,Completed,2024-01,Q1,Tuesday
TXN-007779,1/10/2024,9:39,Abu Dhabi-Mussafah,Engine Diagnostics,188.21,67.01,121.2,Corporate Account,Completed,2024-01,Q1,Wednesday
TXN-007780,1/10/2024,12:17,Abu Dhabi-Mussafah,Full Service,711.18,278.18,433,Cash,Completed,2024-01,Q1,Wednesday
TXN-007781,1/10/2024,10:40,Abu Dhabi-Mussafah,Full Service,791.92,332.25,459.67,Card,Completed,2024-01,Q1,Wednesday
TXN-007782,1/10/2024,11:46,Abu Dhabi-Mussafah,Battery Replacement,345.24,137.97,207.27,Card,Completed,2024-01,Q1,Wednesday
TXN-007783,1/10/2024,18:59,Abu Dhabi-Mussafah,Oil Change,165.54,55.31,110.23,Corporate Account,Completed,2024-01,Q1,Wednesday
TXN-007784,1/10/2024,10:28,Abu Dhabi-Mussafah,Suspension Repair,797.2,307.47,489.73,Cash,Completed,2024-01,Q1,Wednesday
TXN-007785,1/10/2024,13:49,Abu Dhabi-Mussafah,Wheel Alignment,135.14,42.57,92.57,Cash,Completed,2024-01,Q1,Wednesday
TXN-007786,1/10/2024,16:27,Abu Dhabi-Mussafah,Battery Replacement,305.85,124.51,181.34,Card,Completed,2024-01,Q1,Wednesday
TXN-007787,1/10/2024,10:47,Abu Dhabi-Mussafah,AC Service,338.21,137.69,200.52,Corporate Account,Completed,2024-01,Q1,Wednesday
TXN-007788,1/10/2024,14:34,Abu Dhabi-Mussafah,Full Service,729.36,263.37,465.99,Cash,Completed,2024-01,Q1,Wednesday
TXN-007789,1/10/2024,13:36,Abu Dhabi-Mussafah,Oil Change,193.49,65.21,128.28,Card,Completed,2024-01,Q1,Wednesday
TXN-007790,1/10/2024,8:09,Abu Dhabi-Mussafah,Brake Service,435.85,157.05,278.8,Card,Completed,2024-01,Q1,Wednesday
TXN-007791,1/10/2024,10:22,Abu Dhabi-Mussafah,Brake Service,418.63,146.39,272.24,Cash,Completed,2024-01,Q1,Wednesday
TXN-007792,1/11/2024,10:41,Abu Dhabi-Mussafah,Oil Change,171.78,55.04,116.74,Cash,Completed,2024-01,Q1,Thursday
TXN-007793,1/11/2024,10:00,Abu Dhabi-Mussafah,Oil Change,169.67,64.1,105.57,Corporate Account,Completed,2024-01,Q1,Thursday
TXN-007794,1/11/2024,12:21,Abu Dhabi-Mussafah,Oil Change,188.38,74.67,113.71,Corporate Account,Completed,2024-01,Q1,Thursday
TXN-007795,1/11/2024,16:23,Abu Dhabi-Mussafah,Battery Replacement,311.96,100.52,211.44,Card,Completed,2024-01,Q1,Thursday
TXN-007796,1/11/2024,10:44,Abu Dhabi-Mussafah,Oil Change,187.3,75.58,111.72,Cash,Completed,2024-01,Q1,Thursday
TXN-007797,1/11/2024,10:51,Abu Dhabi-Mussafah,Suspension Repair,751.15,251.87,499.28,Corporate Account,Completed,2024-01,Q1,Thursday
TXN-007798,1/11/2024,8:11,Abu Dhabi-Mussafah,Wheel Alignment,156.49,48.89,107.6,Card,Completed,2024-01,Q1,Thursday
TXN-007799,1/11/2024,15:41,Abu Dhabi-Mussafah,Oil Change,166.24,57.93,108.31,Cash,Completed,2024-01,Q1,Thursday
TXN-007800,1/11/2024,13:00,Abu Dhabi-Mussafah,Engine Diagnostics,199.77,78.96,120.81,Cash,Completed,2024-01,Q1,Thursday
TXN-007801,1/11/2024,9:46,Abu Dhabi-Mussafah,Wheel Alignment,135.65,55.54,80.11,Card,Completed,2024-01,Q1,Thursday
TXN-007802,1/11/2024,15:09,Abu Dhabi-Mussafah,Oil Change,192.13,66.44,125.69,Cash,Completed,2024-01,Q1,Thursday
TXN-007803,1/11/2024,9:19,Abu Dhabi-Mussafah,Oil Change,168.81,56.41,112.4,Cash,Completed,2024-01,Q1,Thursday
TXN-007804,1/11/2024,17:56,Abu Dhabi-Mussafah,Suspension Repair,812.74,247.46,565.28,Card,Completed,2024-01,Q1,Thursday
TXN-007805,1/11/2024,15:55,Abu Dhabi-Mussafah,Oil Change,182.48,70.25,112.23,Card,Completed,2024-01,Q1,Thursday
TXN-007806,1/11/2024,16:16,Abu Dhabi-Mussafah,AC Service,358.23,123.96,234.27,Cash,Completed,2024-01,Q1,Thursday
TXN-007807,1/11/2024,10:09,Abu Dhabi-Mussafah,Oil Change,188.18,76.09,112.09,Card,Completed,2024-01,Q1,Thursday
TXN-007808,1/12/2024,8:59,Abu Dhabi-Mussafah,Detailing,417.57,173.97,243.6,Card,Completed,2024-01,Q1,Friday
TXN-007809,1/12/2024,16:26,Abu Dhabi-Mussafah,Full Service,698.33,303.48,394.85,Cash,Completed,2024-01,Q1,Friday
TXN-007810,1/12/2024,9:47,Abu Dhabi-Mussafah,Suspension Repair,754.57,229.38,525.19,Cash,Completed,2024-01,Q1,Friday
TXN-007811,1/12/2024,15:13,Abu Dhabi-Mussafah,Oil Change,177.66,78.21,99.45,Card,Completed,2024-01,Q1,Friday
TXN-007812,1/12/2024,9:31,Abu Dhabi-Mussafah,AC Service,368.43,162.04,206.39,Card,Completed,2024-01,Q1,Friday
TXN-007813,1/12/2024,11:11,Abu Dhabi-Mussafah,Oil Change,190.35,69.9,120.45,Cash,Completed,2024-01,Q1,Friday
TXN-007814,1/13/2024,11:48,Abu Dhabi-Mussafah,Engine Diagnostics,192.08,61.05,131.03,Cash,Completed,2024-01,Q1,Saturday
TXN-007815,1/13/2024,18:21,Abu Dhabi-Mussafah,Oil Change,169.49,73.91,95.58,Cash,Completed,2024-01,Q1,Saturday
TXN-007816,1/13/2024,9:41,Abu Dhabi-Mussafah,Detailing,374.23,131.11,243.12,Card,Completed,2024-01,Q1,Saturday
TXN-007817,1/13/2024,10:42,Abu Dhabi-Mussafah,Tyre Replacement,848.36,262.23,586.13,Corporate Account,Completed,2024-01,Q1,Saturday
TXN-007818,1/13/2024,12:47,Abu Dhabi-Mussafah,Engine Diagnostics,213.5,90.26,123.24,Cash,Completed,2024-01,Q1,Saturday
TXN-007819,1/13/2024,8:14,Abu Dhabi-Mussafah,Oil Change,186.87,72.66,114.21,Cash,Completed,2024-01,Q1,Saturday
TXN-007820,1/13/2024,16:47,Abu Dhabi-Mussafah,Battery Replacement,343.43,144.17,199.26,Card,Completed,2024-01,Q1,Saturday
TXN-007821,1/14/2024,8:28,Abu Dhabi-Mussafah,Suspension Repair,846,319.99,526.01,Corporate Account,Completed,2024-01,Q1,Sunday
TXN-007822,1/14/2024,16:59,Abu Dhabi-Mussafah,Detailing,408.5,146.33,262.17,Cash,Completed,2024-01,Q1,Sunday
TXN-007823,1/14/2024,18:10,Abu Dhabi-Mussafah,AC Service,383.01,146.64,236.37,Card,Completed,2024-01,Q1,Sunday
TXN-007824,1/14/2024,19:51,Abu Dhabi-Mussafah,Detailing,429.49,165.05,264.44,Cash,Completed,2024-01,Q1,Sunday
TXN-007825,1/14/2024,11:18,Abu Dhabi-Mussafah,Oil Change,191.5,83.49,108.01,Corporate Account,Completed,2024-01,Q1,Sunday
TXN-007826,1/14/2024,16:48,Abu Dhabi-Mussafah,Engine Diagnostics,182.49,78.45,104.04,Card,Completed,2024-01,Q1,Sunday
TXN-007827,1/14/2024,14:35,Abu Dhabi-Mussafah,Oil Change,0,0,0,Card,Void,2024-01,Q1,Sunday
TXN-007828,1/14/2024,16:53,Abu Dhabi-Mussafah,AC Service,360.9,137.6,223.3,Card,Completed,2024-01,Q1,Sunday
TXN-007829,1/15/2024,19:21,Abu Dhabi-Mussafah,Oil Change,178.96,74.66,104.3,Card,Completed,2024-01,Q1,Monday
TXN-007830,1/15/2024,17:57,Abu Dhabi-Mussafah,Battery Replacement,293.65,102.94,190.71,Card,Completed,2024-01,Q1,Monday
TXN-007831,1/15/2024,16:03,Abu Dhabi-Mussafah,Oil Change,175.11,64.17,110.94,Corporate Account,Completed,2024-01,Q1,Monday
TXN-007832,1/15/2024,17:22,Abu Dhabi-Mussafah,Oil Change,162.62,62.61,100.01,Corporate Account,Completed,2024-01,Q1,Monday
TXN-007833,1/15/2024,11:25,Abu Dhabi-Mussafah,Brake Service,424.5,170.12,254.38,Cash,Completed,2024-01,Q1,Monday
TXN-007834,1/15/2024,15:03,Abu Dhabi-Mussafah,Tyre Replacement,964.19,301.57,662.62,Card,Completed,2024-01,Q1,Monday
TXN-007835,1/15/2024,16:53,Abu Dhabi-Mussafah,Oil Change,163.03,63.81,99.22,Cash,Completed,2024-01,Q1,Monday
TXN-007836,1/15/2024,17:38,Abu Dhabi-Mussafah,Wheel Alignment,135.27,50.9,84.37,Card,Completed,2024-01,Q1,Monday
TXN-007837,1/15/2024,16:31,Abu Dhabi-Mussafah,Full Service,822.87,347.07,475.8,Corporate Account,Completed,2024-01,Q1,Monday
TXN-007838,1/15/2024,11:27,Abu Dhabi-Mussafah,Suspension Repair,759.99,236.65,523.34,Cash,Completed,2024-01,Q1,Monday
TXN-007839,1/15/2024,11:38,Abu Dhabi-Mussafah,Oil Change,175.69,75.48,100.21,Card,Completed,2024-01,Q1,Monday
TXN-007840,1/15/2024,10:40,Abu Dhabi-Mussafah,Engine Diagnostics,213.88,71.62,142.26,Cash,Completed,2024-01,Q1,Monday
TXN-007841,1/15/2024,16:17,Abu Dhabi-Mussafah,Full Service,754.28,327.17,427.11,Corporate Account,Completed,2024-01,Q1,Monday
TXN-007842,1/15/2024,10:12,Abu Dhabi-Mussafah,Tyre Replacement,974.62,399.14,575.48,Card,Completed,2024-01,Q1,Monday
TXN-007843,1/15/2024,15:36,Abu Dhabi-Mussafah,Engine Overhaul,3186.54,1042.32,2144.22,Corporate Account,Completed,2024-01,Q1,Monday
TXN-007844,1/15/2024,10:37,Abu Dhabi-Mussafah,AC Service,357.02,150.98,206.04,Cash,Completed,2024-01,Q1,Monday
TXN-007845,1/16/2024,10:35,Abu Dhabi-Mussafah,Oil Change,175.55,69.77,105.78,Card,Completed,2024-01,Q1,Tuesday
TXN-007846,1/16/2024,10:05,Abu Dhabi-Mussafah,Detailing,430.88,159.21,271.67,Card,Completed,2024-01,Q1,Tuesday
TXN-007847,1/16/2024,17:38,Abu Dhabi-Mussafah,Tyre Replacement,912.54,320.42,592.12,Corporate Account,Completed,2024-01,Q1,Tuesday
TXN-007848,1/16/2024,13:58,Abu Dhabi-Mussafah,AC Service,347.48,141.52,205.96,Cash,Completed,2024-01,Q1,Tuesday
TXN-007849,1/16/2024,17:12,Abu Dhabi-Mussafah,Oil Change,195.36,79.49,115.87,Card,Completed,2024-01,Q1,Tuesday
TXN-007850,1/16/2024,18:02,Abu Dhabi-Mussafah,Detailing,0,0,0,Card,Void,2024-01,Q1,Tuesday
TXN-007851,1/16/2024,10:38,Abu Dhabi-Mussafah,Full Service,728.3,232.53,495.77,Card,Completed,2024-01,Q1,Tuesday
TXN-007852,1/16/2024,8:04,Abu Dhabi-Mussafah,Engine Diagnostics,203.68,61.56,142.12,Card,Completed,2024-01,Q1,Tuesday
TXN-007853,1/16/2024,13:13,Abu Dhabi-Mussafah,Suspension Repair,847.78,310.45,537.33,Card,Completed,2024-01,Q1,Tuesday
TXN-007854,1/16/2024,10:59,Abu Dhabi-Mussafah,Engine Diagnostics,0,0,0,Cash,Void,2024-01,Q1,Tuesday
TXN-007855,1/16/2024,15:05,Abu Dhabi-Mussafah,Wheel Alignment,155.4,48.8,106.6,Corporate Account,Completed,2024-01,Q1,Tuesday
TXN-007856,1/16/2024,16:40,Abu Dhabi-Mussafah,Wheel Alignment,144.71,59.28,85.43,Corporate Account,Completed,2024-01,Q1,Tuesday
TXN-007857,1/16/2024,10:18,Abu Dhabi-Mussafah,Suspension Repair,779.21,304.7,474.51,Card,Completed,2024-01,Q1,Tuesday
TXN-007858,1/16/2024,15:46,Abu Dhabi-Mussafah,Tyre Replacement,917.21,326.14,591.07,Cash,Completed,2024-01,Q1,Tuesday
TXN-007859,1/16/2024,17:35,Abu Dhabi-Mussafah,Oil Change,183.54,68.22,115.32,Card,Completed,2024-01,Q1,Tuesday
TXN-007860,1/17/2024,17:26,Abu Dhabi-Mussafah,Engine Diagnostics,192.13,59.28,132.85,Card,Completed,2024-01,Q1,Wednesday
TXN-007861,1/17/2024,11:17,Abu Dhabi-Mussafah,Oil Change,172.91,69.17,103.74,Corporate Account,Completed,2024-01,Q1,Wednesday
TXN-007862,1/17/2024,15:57,Abu Dhabi-Mussafah,Brake Service,0,0,0,Corporate Account,Void,2024-01,Q1,Wednesday
TXN-007863,1/17/2024,18:44,Abu Dhabi-Mussafah,Oil Change,187.08,69.24,117.84,Card,Completed,2024-01,Q1,Wednesday
TXN-007864,1/17/2024,9:38,Abu Dhabi-Mussafah,Brake Service,457.2,140.52,316.68,Cash,Completed,2024-01,Q1,Wednesday
TXN-007865,1/17/2024,10:44,Abu Dhabi-Mussafah,AC Service,331.91,117.63,214.28,Card,Completed,2024-01,Q1,Wednesday
TXN-007866,1/17/2024,17:44,Abu Dhabi-Mussafah,Oil Change,168,63.39,104.61,Card,Completed,2024-01,Q1,Wednesday
TXN-007867,1/17/2024,8:03,Abu Dhabi-Mussafah,Brake Service,441.04,166.04,275,Corporate Account,Completed,2024-01,Q1,Wednesday
TXN-007868,1/17/2024,10:07,Abu Dhabi-Mussafah,AC Service,365.21,133.79,231.42,Card,Completed,2024-01,Q1,Wednesday
TXN-007869,1/17/2024,18:48,Abu Dhabi-Mussafah,Full Service,792.2,354.98,437.22,Corporate Account,Completed,2024-01,Q1,Wednesday
TXN-007870,1/17/2024,16:06,Abu Dhabi-Mussafah,Engine Diagnostics,209.29,73.38,135.91,Card,Completed,2024-01,Q1,Wednesday
TXN-007871,1/17/2024,13:29,Abu Dhabi-Mussafah,Detailing,430.98,169.44,261.54,Cash,Completed,2024-01,Q1,Wednesday
TXN-007872,1/17/2024,14:34,Abu Dhabi-Mussafah,Oil Change,182.31,78.32,103.99,Cash,Completed,2024-01,Q1,Wednesday
TXN-007873,1/17/2024,9:02,Abu Dhabi-Mussafah,Oil Change,182.2,79.23,102.97,Card,Completed,2024-01,Q1,Wednesday
TXN-007874,1/17/2024,10:56,Abu Dhabi-Mussafah,Battery Replacement,0,0,0,Cash,Void,2024-01,Q1,Wednesday
TXN-007875,1/17/2024,9:39,Abu Dhabi-Mussafah,Tyre Replacement,899.7,327.6,572.1,Corporate Account,Completed,2024-01,Q1,Wednesday
TXN-007876,1/17/2024,15:27,Abu Dhabi-Mussafah,Battery Replacement,296.18,101.12,195.06,Cash,Completed,2024-01,Q1,Wednesday
TXN-007877,1/17/2024,10:07,Abu Dhabi-Mussafah,Detailing,405.13,130.14,274.99,Card,Completed,2024-01,Q1,Wednesday
TXN-007878,1/17/2024,9:55,Abu Dhabi-Mussafah,Battery Replacement,330.18,138.4,191.78,Card,Completed,2024-01,Q1,Wednesday
TXN-007879,1/17/2024,10:13,Abu Dhabi-Mussafah,Full Service,793.93,261.91,532.02,Corporate Account,Completed,2024-01,Q1,Wednesday
TXN-007880,1/17/2024,15:28,Abu Dhabi-Mussafah,Tyre Replacement,836.84,337.37,499.47,Card,Completed,2024-01,Q1,Wednesday
TXN-007881,1/17/2024,11:38,Abu Dhabi-Mussafah,Oil Change,197.07,61.98,135.09,Cash,Completed,2024-01,Q1,Wednesday
TXN-007882,1/18/2024,15:44,Abu Dhabi-Mussafah,Engine Diagnostics,219.56,85.31,134.25,Card,Completed,2024-01,Q1,Thursday
TXN-007883,1/18/2024,12:44,Abu Dhabi-Mussafah,Engine Diagnostics,212.49,68.99,143.5,Corporate Account,Completed,2024-01,Q1,Thursday
TXN-007884,1/18/2024,18:03,Abu Dhabi-Mussafah,AC Service,345.18,115.89,229.29,Cash,Completed,2024-01,Q1,Thursday
TXN-007885,1/18/2024,10:22,Abu Dhabi-Mussafah,Oil Change,179.44,62.81,116.63,Cash,Completed,2024-01,Q1,Thursday
TXN-007886,1/18/2024,12:03,Abu Dhabi-Mussafah,Wheel Alignment,156,59.58,96.42,Corporate Account,Completed,2024-01,Q1,Thursday
TXN-007887,1/18/2024,18:48,Abu Dhabi-Mussafah,AC Service,364.55,162.73,201.82,Cash,Completed,2024-01,Q1,Thursday
TXN-007888,1/18/2024,15:57,Abu Dhabi-Mussafah,Oil Change,177.42,75.56,101.86,Corporate Account,Completed,2024-01,Q1,Thursday
TXN-007889,1/18/2024,15:44,Abu Dhabi-Mussafah,Wheel Alignment,139.05,55.98,83.07,Card,Completed,2024-01,Q1,Thursday
TXN-007890,1/18/2024,18:43,Abu Dhabi-Mussafah,Full Service,711.08,249.61,461.47,Card,Completed,2024-01,Q1,Thursday
TXN-007891,1/18/2024,11:14,Abu Dhabi-Mussafah,Oil Change,170.28,64.44,105.84,Cash,Completed,2024-01,Q1,Thursday
TXN-007892,1/18/2024,9:44,Abu Dhabi-Mussafah,Detailing,420.61,161.07,259.54,Cash,Completed,2024-01,Q1,Thursday
TXN-007893,1/18/2024,15:51,Abu Dhabi-Mussafah,Wheel Alignment,135.89,47.58,88.31,Corporate Account,Completed,2024-01,Q1,Thursday
TXN-007894,1/18/2024,12:54,Abu Dhabi-Mussafah,Oil Change,0,0,0,Card,Void,2024-01,Q1,Thursday
TXN-007895,1/18/2024,12:18,Abu Dhabi-Mussafah,Suspension Repair,804.95,284.58,520.37,Cash,Completed,2024-01,Q1,Thursday
TXN-007896,1/19/2024,9:32,Abu Dhabi-Mussafah,Detailing,390.36,172.44,217.92,Card,Completed,2024-01,Q1,Friday
TXN-007897,1/19/2024,14:37,Abu Dhabi-Mussafah,Battery Replacement,308.96,133.12,175.84,Card,Completed,2024-01,Q1,Friday
TXN-007898,1/19/2024,17:08,Abu Dhabi-Mussafah,Battery Replacement,348.4,113.7,234.7,Corporate Account,Completed,2024-01,Q1,Friday
TXN-007899,1/19/2024,10:31,Abu Dhabi-Mussafah,Tyre Replacement,828.09,344.27,483.82,Cash,Completed,2024-01,Q1,Friday
TXN-007900,1/19/2024,17:28,Abu Dhabi-Mussafah,Oil Change,187.82,58.26,129.56,Corporate Account,Completed,2024-01,Q1,Friday
TXN-007901,1/19/2024,9:19,Abu Dhabi-Mussafah,Battery Replacement,312.75,94.74,218.01,Corporate Account,Completed,2024-01,Q1,Friday
TXN-007902,1/19/2024,16:58,Abu Dhabi-Mussafah,Oil Change,183.8,74.11,109.69,Card,Completed,2024-01,Q1,Friday
TXN-007903,1/19/2024,10:05,Abu Dhabi-Mussafah,Brake Service,494.36,203.18,291.18,Card,Completed,2024-01,Q1,Friday
TXN-007904,1/19/2024,15:42,Abu Dhabi-Mussafah,Engine Overhaul,3800.99,1675.67,2125.32,Corporate Account,Completed,2024-01,Q1,Friday
TXN-007905,1/19/2024,10:23,Abu Dhabi-Mussafah,AC Service,340.05,103.97,236.08,Cash,Completed,2024-01,Q1,Friday
TXN-007906,1/19/2024,11:11,Abu Dhabi-Mussafah,Engine Diagnostics,192.79,68.92,123.87,Corporate Account,Completed,2024-01,Q1,Friday
TXN-007907,1/19/2024,16:13,Abu Dhabi-Mussafah,AC Service,330.65,104.06,226.59,Card,Completed,2024-01,Q1,Friday
TXN-007908,1/19/2024,10:07,Abu Dhabi-Mussafah,AC Service,319.12,133.93,185.19,Cash,Completed,2024-01,Q1,Friday
