txn_id,date,branch,txn_type,description,amount_aed,balance_aed,month,quarter,flag
WLT-09458,7/22/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-21.75,703.23,2024-07,Q3,
WLT-09459,7/22/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-52.43,650.8,2024-07,Q3,
WLT-09460,7/23/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-50,600.8,2024-07,Q3,Round-Number Review
WLT-09461,7/23/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-55.48,545.32,2024-07,Q3,
WLT-09462,7/24/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-66.68,478.64,2024-07,Q3,
WLT-09463,7/25/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-106.63,372.01,2024-07,Q3,
WLT-09464,7/25/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-312.51,59.5,2024-07,Q3,
WLT-09465,7/29/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-41.4,18.1,2024-07,Q3,
WLT-09466,8/1/2024,Abu Dhabi-Mussafah,Top-Up,Monthly petty cash top-up,1891,1909.1,2024-08,Q3,
WLT-09467,8/1/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-43.27,1865.83,2024-08,Q3,
WLT-09468,8/3/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-59.94,1805.89,2024-08,Q3,
WLT-09469,8/4/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-61.35,1744.54,2024-08,Q3,
WLT-09470,8/5/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-99.82,1644.72,2024-08,Q3,
WLT-09471,8/6/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-91.56,1553.16,2024-08,Q3,
WLT-09472,8/7/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-67.67,1485.49,2024-08,Q3,
WLT-09473,8/8/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-267.8,1217.69,2024-08,Q3,
WLT-09474,8/8/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-120.56,1097.13,2024-08,Q3,
WLT-09475,8/10/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-58.83,1038.3,2024-08,Q3,
WLT-09476,8/10/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-50.58,987.72,2024-08,Q3,
WLT-09477,8/10/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-39.95,947.77,2024-08,Q3,
WLT-09478,8/12/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-46.04,901.73,2024-08,Q3,
WLT-09479,8/12/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-67.04,834.69,2024-08,Q3,
WLT-09480,8/13/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-46.4,788.29,2024-08,Q3,
WLT-09481,8/13/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-37.35,750.94,2024-08,Q3,
WLT-09482,8/14/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-208.55,542.39,2024-08,Q3,
WLT-09483,8/15/2024,Abu Dhabi-Mussafah,Top-Up,Mid-month petty cash replenishment,1000,1542.39,2024-08,Q3,
WLT-09484,8/15/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-232.11,1310.28,2024-08,Q3,
WLT-09485,8/15/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-50,1260.28,2024-08,Q3,Round-Number Review
WLT-09486,8/17/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-98.92,1161.36,2024-08,Q3,
WLT-09487,8/19/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-55.5,1105.86,2024-08,Q3,
WLT-09488,8/19/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-63.02,1042.84,2024-08,Q3,
WLT-09489,8/20/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-132.99,909.85,2024-08,Q3,
WLT-09490,8/21/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-102.63,807.22,2024-08,Q3,
WLT-09491,8/21/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-104.04,703.18,2024-08,Q3,
WLT-09492,8/22/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-283.09,420.09,2024-08,Q3,
WLT-09493,8/24/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-153.72,266.37,2024-08,Q3,
WLT-09494,8/24/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-56.42,209.95,2024-08,Q3,
WLT-09495,8/25/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-45.27,164.68,2024-08,Q3,
WLT-09496,8/25/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-107.42,57.26,2024-08,Q3,
WLT-09497,8/27/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-51.63,5.63,2024-08,Q3,
WLT-09498,9/1/2024,Abu Dhabi-Mussafah,Top-Up,Monthly petty cash top-up,1966,1971.63,2024-09,Q3,
WLT-09499,9/1/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-383.42,1588.21,2024-09,Q3,
WLT-09500,9/1/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-27.11,1561.1,2024-09,Q3,
WLT-09501,9/2/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-263.86,1297.24,2024-09,Q3,
WLT-09502,9/2/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-50.07,1247.17,2024-09,Q3,
WLT-09503,9/5/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-46.54,1200.63,2024-09,Q3,
WLT-09504,9/7/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-29.97,1170.66,2024-09,Q3,
WLT-09505,9/8/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-47.94,1122.72,2024-09,Q3,
WLT-09506,9/8/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-53.12,1069.6,2024-09,Q3,
WLT-09507,9/9/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-53.94,1015.66,2024-09,Q3,
WLT-09508,9/10/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-28.32,987.34,2024-09,Q3,
WLT-09509,9/10/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-21.4,965.94,2024-09,Q3,
WLT-09510,9/11/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-40.34,925.6,2024-09,Q3,
WLT-09511,9/12/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-48.93,876.67,2024-09,Q3,
WLT-09512,9/15/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-68.4,808.27,2024-09,Q3,
WLT-09513,9/15/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-105.08,703.19,2024-09,Q3,
WLT-09514,9/16/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-74.35,628.84,2024-09,Q3,
WLT-09515,9/18/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-55.03,573.81,2024-09,Q3,
WLT-09516,9/19/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-44.77,529.04,2024-09,Q3,
WLT-09517,9/21/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-121.8,407.24,2024-09,Q3,
WLT-09518,9/23/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-35.93,371.31,2024-09,Q3,
WLT-09519,9/24/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-34.91,336.4,2024-09,Q3,
WLT-09520,9/24/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-21.96,314.44,2024-09,Q3,
WLT-09521,9/25/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-135.39,179.05,2024-09,Q3,
WLT-09522,9/26/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-84.61,94.44,2024-09,Q3,
WLT-09523,9/26/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-62.07,32.37,2024-09,Q3,
WLT-09524,10/1/2024,Abu Dhabi-Mussafah,Top-Up,Monthly petty cash top-up,2093,2125.37,2024-10,Q4,
WLT-09525,10/1/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-34.76,2090.61,2024-10,Q4,
WLT-09526,10/2/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-211.71,1878.9,2024-10,Q4,
WLT-09527,10/2/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-214.65,1664.25,2024-10,Q4,
WLT-09528,10/3/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-75.92,1588.33,2024-10,Q4,
WLT-09529,10/6/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-81.81,1506.52,2024-10,Q4,
WLT-09530,10/6/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-97.35,1409.17,2024-10,Q4,
WLT-09531,10/7/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-67.35,1341.82,2024-10,Q4,
WLT-09532,10/8/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-343.98,997.84,2024-10,Q4,
WLT-09533,10/8/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-56.04,941.8,2024-10,Q4,
WLT-09534,10/9/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-72.05,869.75,2024-10,Q4,
WLT-09535,10/10/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-107.26,762.49,2024-10,Q4,
WLT-09536,10/12/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-52.46,710.03,2024-10,Q4,
WLT-09537,10/12/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-225.35,484.68,2024-10,Q4,
WLT-09538,10/12/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-51.55,433.13,2024-10,Q4,
WLT-09539,10/13/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-44.5,388.63,2024-10,Q4,
WLT-09540,10/14/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-40.58,348.05,2024-10,Q4,
WLT-09541,10/15/2024,Abu Dhabi-Mussafah,Top-Up,Mid-month petty cash replenishment,1000,1348.05,2024-10,Q4,
WLT-09542,10/15/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-95.1,1252.95,2024-10,Q4,
WLT-09543,10/15/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-369.45,883.5,2024-10,Q4,
WLT-09544,10/16/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-213.6,669.9,2024-10,Q4,
WLT-09545,10/17/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-47.68,622.22,2024-10,Q4,
WLT-09546,10/19/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-129.12,493.1,2024-10,Q4,
WLT-09547,10/19/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-66.94,426.16,2024-10,Q4,
WLT-09548,10/20/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-19.27,406.89,2024-10,Q4,
WLT-09549,10/20/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-76.34,330.55,2024-10,Q4,
WLT-09550,10/21/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-66,264.55,2024-10,Q4,
WLT-09551,10/22/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-121.01,143.54,2024-10,Q4,
WLT-09552,10/22/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-99.21,44.33,2024-10,Q4,
WLT-09553,10/28/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-39.82,4.51,2024-10,Q4,
WLT-09554,12/1/2024,Abu Dhabi-Mussafah,Top-Up,Monthly petty cash top-up,1917,1921.51,2024-12,Q4,
WLT-09555,12/1/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-67.33,1854.18,2024-12,Q4,
WLT-09556,12/2/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-97.86,1756.32,2024-12,Q4,
WLT-09557,12/2/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-36.87,1719.45,2024-12,Q4,
WLT-09558,12/2/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-55.96,1663.49,2024-12,Q4,
WLT-09559,12/3/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-252.69,1410.8,2024-12,Q4,
WLT-09560,12/3/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-76.48,1334.32,2024-12,Q4,
WLT-09561,12/4/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-30.38,1303.94,2024-12,Q4,
WLT-09562,12/4/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-247.56,1056.38,2024-12,Q4,
WLT-09563,12/9/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-99.91,956.47,2024-12,Q4,
WLT-09564,12/10/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-46.09,910.38,2024-12,Q4,
WLT-09565,12/10/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-89.4,820.98,2024-12,Q4,
WLT-09566,12/11/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-130.87,690.11,2024-12,Q4,
WLT-09567,12/12/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-48.73,641.38,2024-12,Q4,
WLT-09568,12/14/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-64.85,576.53,2024-12,Q4,
WLT-09569,12/15/2024,Abu Dhabi-Mussafah,Top-Up,Mid-month petty cash replenishment,1000,1576.53,2024-12,Q4,
WLT-09570,12/15/2024,Abu Dhabi-Mussafah,Expense,Cleaning Supplies,-89.67,1486.86,2024-12,Q4,
WLT-09571,12/15/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-158.98,1327.88,2024-12,Q4,
WLT-09572,12/17/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-48.88,1279,2024-12,Q4,
WLT-09573,12/17/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-61.77,1217.23,2024-12,Q4,
WLT-09574,12/18/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-46.43,1170.8,2024-12,Q4,
WLT-09575,12/19/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-37.88,1132.92,2024-12,Q4,
WLT-09576,12/21/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-69.39,1063.53,2024-12,Q4,
WLT-09577,12/21/2024,Abu Dhabi-Mussafah,Expense,Emergency Parts Run,-367.37,696.16,2024-12,Q4,
WLT-09578,12/22/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-87.45,608.71,2024-12,Q4,
WLT-09579,12/22/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-35.76,572.95,2024-12,Q4,
WLT-09580,12/23/2024,Abu Dhabi-Mussafah,Expense,Fuel (Test Drive),-47.55,525.4,2024-12,Q4,
WLT-09581,12/24/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-95.31,430.09,2024-12,Q4,
WLT-09582,12/24/2024,Abu Dhabi-Mussafah,Expense,Staff Refreshments,-49.66,380.43,2024-12,Q4,
WLT-09583,12/25/2024,Abu Dhabi-Mussafah,Expense,Small Tools,-223.62,156.81,2024-12,Q4,
WLT-09584,12/25/2024,Abu Dhabi-Mussafah,Expense,Stationary / Admin,-51.04,105.77,2024-12,Q4,
WLT-09585,12/25/2024,Abu Dhabi-Mussafah,Expense,Consumables (Rags/Gloves),-68.51,37.26,2024-12,Q4,
WLT-09586,12/26/2024,Abu Dhabi-Mussafah,Expense,Parking / Toll,-30.7,6.56,2024-12,Q4,
WLT-09587,1/1/2024,Sharjah-Industrial,Top-Up,Monthly petty cash top-up,1538,1538,2024-01,Q1,
WLT-09588,1/1/2024,Sharjah-Industrial,Expense,Fuel (Test Drive),-61.36,1476.64,2024-01,Q1,
WLT-09589,1/2/2024,Sharjah-Industrial,Expense,Cleaning Supplies,-90.54,1386.1,2024-01,Q1,
WLT-09590,1/2/2024,Sharjah-Industrial,Expense,Consumables (Rags/Gloves),-65.1,1321,2024-01,Q1,
WLT-09591,1/4/2024,Sharjah-Industrial,Expense,Staff Refreshments,-47.78,1273.22,2024-01,Q1,
WLT-09592,1/7/2024,Sharjah-Industrial,Expense,Fuel (Test Drive),-63.94,1209.28,2024-01,Q1,
WLT-09593,1/8/2024,Sharjah-Industrial,Expense,Consumables (Rags/Gloves),-82.05,1127.23,2024-01,Q1,
WLT-09594,1/9/2024,Sharjah-Industrial,Expense,Consumables (Rags/Gloves),-77.76,1049.47,2024-01,Q1,
WLT-09595,1/9/2024,Sharjah-Industrial,Expense,Parking / Toll,-23.81,1025.66,2024-01,Q1,
WLT-09596,1/10/2024,Sharjah-Industrial,Expense,Parking / Toll,-22.98,1002.68,2024-01,Q1,
WLT-09597,1/11/2024,Sharjah-Industrial,Expense,Stationary / Admin,-58.01,944.67,2024-01,Q1,
WLT-09598,1/13/2024,Sharjah-Industrial,Expense,Consumables (Rags/Gloves),-94.92,849.75,2024-01,Q1,
WLT-09599,1/13/2024,Sharjah-Industrial,Expense,Cleaning Supplies,-137.25,712.5,2024-01,Q1,
WLT-09600,1/15/2024,Sharjah-Industrial,Expense,Small Tools,-151.1,561.4,2024-01,Q1,
WLT-09601,1/15/2024,Sharjah-Industrial,Expense,Fuel (Test Drive),-57.07,504.33,2024-01,Q1,
WLT-09602,1/16/2024,Sharjah-Industrial,Expense,Consumables (Rags/Gloves),-70.68,433.65,2024-01,Q1,
WLT-09603,1/17/2024,Sharjah-Industrial,Expense,Staff Refreshments,-53.89,379.76,2024-01,Q1,
WLT-09604,1/17/2024,Sharjah-Industrial,Expense,Fuel (Test Drive),-69.81,309.95,2024-01,Q1,
WLT-09605,1/18/2024,Sharjah-Industrial,Expense,Fuel (Test Drive),-46.06,263.89,2024-01,Q1,
WLT-09606,1/21/2024,Sharjah-Industrial,Expense,Emergency Parts Run,-261.35,2.54,2024-01,Q1,
WLT-09607,2/1/2024,Sharjah-Industrial,Top-Up,Monthly petty cash top-up,1300,1302.54,2024-02,Q1,
WLT-09608,2/1/2024,Sharjah-Industrial,Expense,Staff Refreshments,-51.87,1250.67,2024-02,Q1,
WLT-09609,2/3/2024,Sharjah-Industrial,Expense,Staff Refreshments,-56.08,1194.59,2024-02,Q1,
WLT-09610,2/4/2024,Sharjah-Industrial,Expense,Stationary / Admin,-66.81,1127.78,2024-02,Q1,
WLT-09611,2/4/2024,Sharjah-Industrial,Expense,Parking / Toll,-27.74,1100.04,2024-02,Q1,
WLT-09612,2/5/2024,Sharjah-Industrial,Expense,Consumables (Rags/Gloves),-105.13,994.91,2024-02,Q1,
WLT-09613,2/6/2024,Sharjah-Industrial,Expense,Staff Refreshments,-44.72,950.19,2024-02,Q1,
WLT-09614,2/6/2024,Sharjah-Industrial,Expense,Cleaning Supplies,-108.24,841.95,2024-02,Q1,
WLT-09615,2/7/2024,Sharjah-Industrial,Expense,Staff Refreshments,-38.4,803.55,2024-02,Q1,
WLT-09616,2/7/2024,Sharjah-Industrial,Expense,Small Tools,-226.74,576.81,2024-02,Q1,
WLT-09617,2/10/2024,Sharjah-Industrial,Expense,Cleaning Supplies,-87.08,489.73,2024-02,Q1,
WLT-09618,2/11/2024,Sharjah-Industrial,Expense,Emergency Parts Run,-330.43,159.3,2024-02,Q1,
WLT-09619,2/12/2024,Sharjah-Industrial,Expense,Staff Refreshments,-38.17,121.13,2024-02,Q1,
WLT-09620,2/12/2024,Sharjah-Industrial,Expense,Cleaning Supplies,-116.02,5.11,2024-02,Q1,
WLT-09621,2/15/2024,Sharjah-Industrial,Top-Up,Mid-month petty cash replenishment,750,755.11,2024-02,Q1,
WLT-09622,2/15/2024,Sharjah-Industrial,Expense,Cleaning Supplies,-116.76,638.35,2024-02,Q1,
WLT-09623,2/17/2024,Sharjah-Industrial,Expense,Stationary / Admin,-45.11,593.24,2024-02,Q1,
WLT-09624,2/17/2024,Sharjah-Industrial,Expense,Fuel (Test Drive),-74.85,518.39,2024-02,Q1,
WLT-09625,2/18/2024,Sharjah-Industrial,Expense,Stationary / Admin,-60.6,457.79,2024-02,Q1,
WLT-09626,2/18/2024,Sharjah-Industrial,Expense,Staff Refreshments,-41.41,416.38,2024-02,Q1,
WLT-09627,2/19/2024,Sharjah-Industrial,Expense,Fuel (Test Drive),-64.47,351.91,2024-02,Q1,
WLT-09628,2/19/2024,Sharjah-Industrial,Expense,Stationary / Admin,-66.5,285.41,2024-02,Q1,
WLT-09629,2/20/2024,Sharjah-Industrial,Expense,Parking / Toll,-30.83,254.58,2024-02,Q1,
WLT-09630,2/20/2024,Sharjah-Industrial,Expense,Fuel (Test Drive),-49.91,204.67,2024-02,Q1,
WLT-09631,2/21/2024,Sharjah-Industrial,Expense,Parking / Toll,-25.51,179.16,2024-02,Q1,
WLT-09632,2/22/2024,Sharjah-Industrial,Expense,Staff Refreshments,-38.76,140.4,2024-02,Q1,
WLT-09633,2/22/2024,Sharjah-Industrial,Expense,Staff Refreshments,-55.02,85.38,2024-02,Q1,
WLT-09634,2/25/2024,Sharjah-Industrial,Expense,Parking / Toll,-50,35.38,2024-02,Q1,Round-Number Review
WLT-09635,3/2/2024,Sharjah-Industrial,Expense,Parking / Toll,-30.91,4.47,2024-03,Q1,
WLT-09636,4/1/2024,Sharjah-Industrial,Top-Up,Monthly petty cash top-up,1521,1525.47,2024-04,Q2,
WLT-09637,4/1/2024,Sharjah-Industrial,Expense,Parking / Toll,-19.92,1505.55,2024-04,Q2,
WLT-09638,4/3/2024,Sharjah-Industrial,Expense,Stationary / Admin,-48.73,1456.82,2024-04,Q2,
WLT-09639,4/4/2024,Sharjah-Industrial,Expense,Staff Refreshments,-44.24,1412.58,2024-04,Q2,
WLT-09640,4/4/2024,Sharjah-Industrial,Expense,Staff Refreshments,-36.82,1375.76,2024-04,Q2,
WLT-09641,4/6/2024,Sharjah-Industrial,Expense,Staff Refreshments,-48.49,1327.27,2024-04,Q2,
WLT-09642,4/7/2024,Sharjah-Industrial,Expense,Consumables (Rags/Gloves),-100.63,1226.64,2024-04,Q2,
WLT-09643,4/7/2024,Sharjah-Industrial,Expense,Staff Refreshments,-38.39,1188.25,2024-04,Q2,
WLT-09644,4/8/2024,Sharjah-Industrial,Expense,Stationary / Admin,-42.59,1145.66,2024-04,Q2,
WLT-09645,4/9/2024,Sharjah-Industrial,Expense,Small Tools,-238.56,907.1,2024-04,Q2,
WLT-09646,4/10/2024,Sharjah-Industrial,Expense,Cleaning Supplies,-112.57,794.53,2024-04,Q2,
WLT-09647,4/11/2024,Sharjah-Industrial,Expense,Fuel (Test Drive),-62.52,732.01,2024-04,Q2,
WLT-09648,4/13/2024,Sharjah-Industrial,Expense,Parking / Toll,-25.33,706.68,2024-04,Q2,
WLT-09649,4/14/2024,Sharjah-Industrial,Expense,Staff Refreshments,-46.54,660.14,2024-04,Q2,
WLT-09650,4/14/2024,Sharjah-Industrial,Expense,Parking / Toll,-28.06,632.08,2024-04,Q2,
WLT-09651,4/14/2024,Sharjah-Industrial,Expense,Fuel (Test Drive),-59.96,572.12,2024-04,Q2,
WLT-09652,4/15/2024,Sharjah-Industrial,Expense,Fuel (Test Drive),-74.48,497.64,2024-04,Q2,
WLT-09653,4/16/2024,Sharjah-Industrial,Expense,Emergency Parts Run,-259.43,238.21,2024-04,Q2,
WLT-09654,4/18/2024,Sharjah-Industrial,Expense,Staff Refreshments,-45.98,192.23,2024-04,Q2,
WLT-09655,4/21/2024,Sharjah-Industrial,Expense,Fuel (Test Drive),-64.55,127.68,2024-04,Q2,
WLT-09656,4/22/2024,Sharjah-Industrial,Expense,Fuel (Test Drive),-67.54,60.14,2024-04,Q2,
WLT-09657,4/23/2024,Sharjah-Industrial,Expense,Staff Refreshments,-55.66,4.48,2024-04,Q2,
WLT-09658,5/1/2024,Sharjah-Industrial,Top-Up,Monthly petty cash top-up,1419,1423.48,2024-05,Q2,
WLT-09659,5/1/2024,Sharjah-Industrial,Expense,Parking / Toll,-27.56,1395.92,2024-05,Q2,
WLT-09660,5/1/2024,Sharjah-Industrial,Expense,Staff Refreshments,-39.83,1356.09,2024-05,Q2,
WLT-09661,5/2/2024,Sharjah-Industrial,Expense,Fuel (Test Drive),-67.61,1288.48,2024-05,Q2,
WLT-09662,5/2/2024,Sharjah-Industrial,Expense,Small Tools,-242.32,1046.16,2024-05,Q2,
WLT-09663,5/4/2024,Sharjah-Industrial,Expense,Small Tools,-167.41,878.75,2024-05,Q2,
WLT-09664,5/5/2024,Sharjah-Industrial,Expense,Consumables (Rags/Gloves),-77.26,801.49,2024-05,Q2,
WLT-09665,5/6/2024,Sharjah-Industrial,Expense,Emergency Parts Run,-293.96,507.53,2024-05,Q2,
WLT-09666,5/6/2024,Sharjah-Industrial,Expense,Staff Refreshments,-52.01,455.52,2024-05,Q2,
WLT-09667,5/7/2024,Sharjah-Industrial,Expense,Cleaning Supplies,-111.16,344.36,2024-05,Q2,
WLT-09668,5/7/2024,Sharjah-Industrial,Expense,Consumables (Rags/Gloves),-79.22,265.14,2024-05,Q2,
WLT-09669,5/11/2024,Sharjah-Industrial,Expense,Stationary / Admin,-44.71,220.43,2024-05,Q2,
WLT-09670,5/13/2024,Sharjah-Industrial,Expense,Staff Refreshments,-38.23,182.2,2024-05,Q2,
WLT-09671,5/14/2024,Sharjah-Industrial,Expense,Stationary / Admin,-64.83,117.37,2024-05,Q2,
WLT-09672,5/14/2024,Sharjah-Industrial,Expense,Consumables (Rags/Gloves),-98.8,18.57,2024-05,Q2,
WLT-09673,5/15/2024,Sharjah-Industrial,Top-Up,Mid-month petty cash replenishment,750,768.57,2024-05,Q2,
WLT-09674,5/15/2024,Sharjah-Industrial,Expense,Small Tools,-246.28,522.29,2024-05,Q2,
WLT-09675,5/16/2024,Sharjah-Industrial,Expense,Consumables (Rags/Gloves),-80.01,442.28,2024-05,Q2,
WLT-09676,5/16/2024,Sharjah-Industrial,Expense,Consumables (Rags/Gloves),-90.35,351.93,2024-05,Q2,
WLT-09677,5/18/2024,Sharjah-Industrial,Expense,Staff Refreshments,-47.45,304.48,2024-05,Q2,
WLT-09678,5/21/2024,Sharjah-Industrial,Expense,Stationary / Admin,-64.06,240.42,2024-05,Q2,
WLT-09679,5/21/2024,Sharjah-Industrial,Expense,Consumables (Rags/Gloves),-63.83,176.59,2024-05,Q2,
WLT-09680,5/22/2024,Sharjah-Industrial,Expense,Consumables (Rags/Gloves),-89.9,86.69,2024-05,Q2,
WLT-09681,5/23/2024,Sharjah-Industrial,Expense,Consumables (Rags/Gloves),-78.42,8.27,2024-05,Q2,
WLT-09682,6/1/2024,Sharjah-Industrial,Top-Up,Monthly petty cash top-up,1602,1610.27,2024-06,Q2,
WLT-09683,6/1/2024,Sharjah-Industrial,Expense,Stationary / Admin,-59.03,1551.24,2024-06,Q2,
WLT-09684,6/2/2024,Sharjah-Industrial,Expense,Staff Refreshments,-39.8,1511.44,2024-06,Q2,
WLT-09685,6/2/2024,Sharjah-Industrial,Expense,Parking / Toll,-19.44,1492,2024-06,Q2,
WLT-09686,6/3/2024,Sharjah-Industrial,Expense,Fuel (Test Drive),-51.36,1440.64,2024-06,Q2,
