transaction_id,date,time,branch,service_type,total_amount_aed,parts_cost_aed,labour_cost_aed,payment_method,status,month,quarter,day_of_week,is_void,revenue_aed
TXN-007324,2024-12-16,09:19,Dubai-Al Quoz,Wheel Alignment,136.12,47.66,88.46,Cash,Completed,2024-12,Q4,Monday,False,136.12
TXN-007325,2024-12-16,13:46,Dubai-Al Quoz,Battery Replacement,0.0,0.0,0.0,Corporate Account,Void,2024-12,Q4,Monday,True,0.0
TXN-007326,2024-12-16,17:49,Dubai-Al Quoz,Battery Replacement,300.26,100.18,200.08,Card,Completed,2024-12,Q4,Monday,False,300.26
TXN-007327,2024-12-16,14:39,Dubai-Al Quoz,Oil Change,190.65,80.5,110.15,Card,Completed,2024-12,Q4,Monday,False,190.65
TXN-007328,2024-12-16,09:59,Dubai-Al Quoz,Tyre Replacement,924.83,411.46,513.37,Card,Completed,2024-12,Q4,Monday,False,924.83
TXN-007329,2024-12-16,08:17,Dubai-Al Quoz,Engine Diagnostics,188.41,60.28,128.13,Online,Completed,2024-12,Q4,Monday,False,188.41
TXN-007330,2024-12-16,18:33,Dubai-Al Quoz,Engine Overhaul,3683.14,1367.31,2315.83,Cash,Completed,2024-12,Q4,Monday,False,3683.14
TXN-007331,2024-12-17,10:43,Dubai-Al Quoz,Oil Change,195.25,66.8,128.45,Corporate Account,Completed,2024-12,Q4,Tuesday,False,195.25
TXN-007332,2024-12-17,19:00,Dubai-Al Quoz,Wheel Alignment,160.63,51.05,109.58,Corporate Account,Completed,2024-12,Q4,Tuesday,False,160.63
TXN-007333,2024-12-17,19:28,Dubai-Al Quoz,Oil Change,197.4,73.4,124.0,Online,Completed,2024-12,Q4,Tuesday,False,197.4
TXN-007334,2024-12-17,11:02,Dubai-Al Quoz,Full Service,724.14,270.39,453.75,Card,Completed,2024-12,Q4,Tuesday,False,724.14
TXN-007335,2024-12-17,16:37,Dubai-Al Quoz,Tyre Replacement,876.39,291.05,585.34,Card,Completed,2024-12,Q4,Tuesday,False,876.39
TXN-007336,2024-12-17,08:26,Dubai-Al Quoz,Oil Change,184.98,60.11,124.87,Cash,Completed,2024-12,Q4,Tuesday,False,184.98
TXN-007337,2024-12-17,16:31,Dubai-Al Quoz,Oil Change,171.86,74.46,97.4,Card,Completed,2024-12,Q4,Tuesday,False,171.86
TXN-007338,2024-12-17,16:58,Dubai-Al Quoz,AC Service,350.31,111.07,239.24,Cash,Completed,2024-12,Q4,Tuesday,False,350.31
TXN-007339,2024-12-17,15:19,Dubai-Al Quoz,AC Service,368.1,124.73,243.37,Card,Completed,2024-12,Q4,Tuesday,False,368.1
TXN-007340,2024-12-17,09:21,Dubai-Al Quoz,Oil Change,187.12,77.95,109.17,Card,Completed,2024-12,Q4,Tuesday,False,187.12
TXN-007341,2024-12-17,15:43,Dubai-Al Quoz,Tyre Replacement,940.9,418.83,522.07,Card,Completed,2024-12,Q4,Tuesday,False,940.9
TXN-007342,2024-12-17,11:24,Dubai-Al Quoz,Engine Overhaul,3220.84,1146.24,2074.6,Card,Completed,2024-12,Q4,Tuesday,False,3220.84
TXN-007343,2024-12-17,16:54,Dubai-Al Quoz,Oil Change,173.97,66.9,107.07,Online,Completed,2024-12,Q4,Tuesday,False,173.97
TXN-007344,2024-12-17,09:42,Dubai-Al Quoz,Oil Change,166.86,56.63,110.23,Card,Completed,2024-12,Q4,Tuesday,False,166.86
TXN-007345,2024-12-17,11:53,Dubai-Al Quoz,Engine Overhaul,3303.05,1130.67,2172.38,Card,Completed,2024-12,Q4,Tuesday,False,3303.05
TXN-007346,2024-12-17,11:43,Dubai-Al Quoz,Detailing,399.26,164.55,234.71,Card,Completed,2024-12,Q4,Tuesday,False,399.26
TXN-007347,2024-12-17,09:33,Dubai-Al Quoz,Full Service,703.61,233.47,470.14,Card,Completed,2024-12,Q4,Tuesday,False,703.61
TXN-007348,2024-12-17,09:32,Dubai-Al Quoz,Oil Change,0.0,0.0,0.0,Cash,Void,2024-12,Q4,Tuesday,True,0.0
TXN-007349,2024-12-17,09:54,Dubai-Al Quoz,Battery Replacement,296.7,115.26,181.44,Cash,Completed,2024-12,Q4,Tuesday,False,296.7
TXN-007350,2024-12-17,08:03,Dubai-Al Quoz,Brake Service,428.39,192.66,235.73,Card,Completed,2024-12,Q4,Tuesday,False,428.39
TXN-007351,2024-12-17,09:27,Dubai-Al Quoz,Wheel Alignment,152.37,62.79,89.58,Card,Completed,2024-12,Q4,Tuesday,False,152.37
TXN-007352,2024-12-17,15:12,Dubai-Al Quoz,AC Service,383.66,146.63,237.03,Card,Completed,2024-12,Q4,Tuesday,False,383.66
TXN-007353,2024-12-17,16:23,Dubai-Al Quoz,AC Service,384.35,171.69,212.66,Corporate Account,Completed,2024-12,Q4,Tuesday,False,384.35
TXN-007354,2024-12-17,14:56,Dubai-Al Quoz,Wheel Alignment,144.69,45.66,99.03,Card,Completed,2024-12,Q4,Tuesday,False,144.69
TXN-007355,2024-12-17,09:53,Dubai-Al Quoz,Full Service,688.79,279.75,409.04,Card,Completed,2024-12,Q4,Tuesday,False,688.79
TXN-007356,2024-12-17,15:56,Dubai-Al Quoz,Full Service,765.54,304.56,460.98,Card,Completed,2024-12,Q4,Tuesday,False,765.54
TXN-007357,2024-12-17,11:22,Dubai-Al Quoz,AC Service,369.75,165.86,203.89,Corporate Account,Completed,2024-12,Q4,Tuesday,False,369.75
TXN-007358,2024-12-18,11:59,Dubai-Al Quoz,Oil Change,176.97,66.82,110.15,Cash,Completed,2024-12,Q4,Wednesday,False,176.97
TXN-007359,2024-12-18,15:16,Dubai-Al Quoz,Brake Service,415.25,127.0,288.25,Online,Completed,2024-12,Q4,Wednesday,False,415.25
TXN-007360,2024-12-18,15:41,Dubai-Al Quoz,AC Service,341.32,145.26,196.06,Card,Completed,2024-12,Q4,Wednesday,False,341.32
TXN-007361,2024-12-18,09:33,Dubai-Al Quoz,Tyre Replacement,839.25,340.35,498.9,Card,Completed,2024-12,Q4,Wednesday,False,839.25
TXN-007362,2024-12-18,09:30,Dubai-Al Quoz,Tyre Replacement,837.48,362.56,474.92,Cash,Completed,2024-12,Q4,Wednesday,False,837.48
TXN-007363,2024-12-18,12:36,Dubai-Al Quoz,Tyre Replacement,862.68,298.8,563.88,Cash,Completed,2024-12,Q4,Wednesday,False,862.68
TXN-007364,2024-12-18,17:07,Dubai-Al Quoz,Suspension Repair,773.94,333.45,440.49,Corporate Account,Completed,2024-12,Q4,Wednesday,False,773.94
TXN-007365,2024-12-18,15:15,Dubai-Al Quoz,Suspension Repair,847.12,265.97,581.15,Corporate Account,Completed,2024-12,Q4,Wednesday,False,847.12
TXN-007366,2024-12-18,19:44,Dubai-Al Quoz,Full Service,780.17,285.46,494.71,Cash,Completed,2024-12,Q4,Wednesday,False,780.17
TXN-007367,2024-12-18,09:47,Dubai-Al Quoz,Engine Diagnostics,206.86,72.55,134.31,Card,Completed,2024-12,Q4,Wednesday,False,206.86
TXN-007368,2024-12-18,11:00,Dubai-Al Quoz,Full Service,763.12,259.26,503.86,Card,Completed,2024-12,Q4,Wednesday,False,763.12
TXN-007369,2024-12-18,17:44,Dubai-Al Quoz,Tyre Replacement,947.03,376.67,570.36,Online,Completed,2024-12,Q4,Wednesday,False,947.03
TXN-007370,2024-12-18,08:03,Dubai-Al Quoz,Full Service,790.74,262.89,527.85,Card,Completed,2024-12,Q4,Wednesday,False,790.74
TXN-007371,2024-12-18,12:18,Dubai-Al Quoz,Brake Service,445.05,185.37,259.68,Online,Completed,2024-12,Q4,Wednesday,False,445.05
TXN-007372,2024-12-18,09:02,Dubai-Al Quoz,Wheel Alignment,144.32,62.89,81.43,Card,Completed,2024-12,Q4,Wednesday,False,144.32
TXN-007373,2024-12-18,17:40,Dubai-Al Quoz,Oil Change,195.48,75.33,120.15,Corporate Account,Completed,2024-12,Q4,Wednesday,False,195.48
TXN-007374,2024-12-18,14:56,Dubai-Al Quoz,Full Service,694.23,279.54,414.69,Card,Completed,2024-12,Q4,Wednesday,False,694.23
TXN-007375,2024-12-18,11:13,Dubai-Al Quoz,Oil Change,175.13,54.07,121.06,Card,Completed,2024-12,Q4,Wednesday,False,175.13
TXN-007376,2024-12-18,17:46,Dubai-Al Quoz,Oil Change,170.47,69.12,101.35,Cash,Completed,2024-12,Q4,Wednesday,False,170.47
TXN-007377,2024-12-19,15:43,Dubai-Al Quoz,Full Service,713.36,250.72,462.64,Corporate Account,Completed,2024-12,Q4,Thursday,False,713.36
TXN-007378,2024-12-19,18:52,Dubai-Al Quoz,Engine Diagnostics,205.05,91.6,113.45,Cash,Completed,2024-12,Q4,Thursday,False,205.05
TXN-007379,2024-12-19,08:16,Dubai-Al Quoz,AC Service,317.0,117.25,199.75,Cash,Completed,2024-12,Q4,Thursday,False,317.0
TXN-007380,2024-12-19,09:46,Dubai-Al Quoz,Full Service,695.94,251.66,444.28,Card,Completed,2024-12,Q4,Thursday,False,695.94
TXN-007381,2024-12-19,08:42,Dubai-Al Quoz,Engine Overhaul,3484.06,1458.01,2026.05,Corporate Account,Completed,2024-12,Q4,Thursday,False,3484.06
TXN-007382,2024-12-19,17:05,Dubai-Al Quoz,Wheel Alignment,145.24,64.03,81.21,Card,Completed,2024-12,Q4,Thursday,False,145.24
TXN-007383,2024-12-19,09:43,Dubai-Al Quoz,Wheel Alignment,159.58,56.78,102.8,Corporate Account,Completed,2024-12,Q4,Thursday,False,159.58
TXN-007384,2024-12-19,11:56,Dubai-Al Quoz,Tyre Replacement,841.35,329.24,512.11,Online,Completed,2024-12,Q4,Thursday,False,841.35
TXN-007385,2024-12-19,15:07,Dubai-Al Quoz,AC Service,323.7,124.04,199.66,Card,Completed,2024-12,Q4,Thursday,False,323.7
TXN-007386,2024-12-19,19:03,Dubai-Al Quoz,Oil Change,187.28,67.53,119.75,Corporate Account,Completed,2024-12,Q4,Thursday,False,187.28
TXN-007387,2024-12-19,11:49,Dubai-Al Quoz,Oil Change,165.83,68.36,97.47,Cash,Completed,2024-12,Q4,Thursday,False,165.83
TXN-007388,2024-12-19,10:27,Dubai-Al Quoz,Suspension Repair,872.85,380.76,492.09,Card,Completed,2024-12,Q4,Thursday,False,872.85
TXN-007389,2024-12-19,15:11,Dubai-Al Quoz,Oil Change,192.67,79.16,113.51,Card,Completed,2024-12,Q4,Thursday,False,192.67
TXN-007390,2024-12-19,16:25,Dubai-Al Quoz,Tyre Replacement,987.31,406.67,580.64,Cash,Completed,2024-12,Q4,Thursday,False,987.31
TXN-007391,2024-12-19,09:47,Dubai-Al Quoz,Full Service,735.37,220.86,514.51,Online,Completed,2024-12,Q4,Thursday,False,735.37
TXN-007392,2024-12-19,08:14,Dubai-Al Quoz,Tyre Replacement,913.47,357.54,555.93,Online,Completed,2024-12,Q4,Thursday,False,913.47
TXN-007393,2024-12-19,19:26,Dubai-Al Quoz,AC Service,357.18,154.74,202.44,Cash,Completed,2024-12,Q4,Thursday,False,357.18
TXN-007394,2024-12-19,09:46,Dubai-Al Quoz,Oil Change,183.73,67.25,116.48,Online,Completed,2024-12,Q4,Thursday,False,183.73
TXN-007395,2024-12-19,09:48,Dubai-Al Quoz,Suspension Repair,0.0,0.0,0.0,Card,Void,2024-12,Q4,Thursday,True,0.0
TXN-007396,2024-12-19,09:55,Dubai-Al Quoz,Oil Change,194.1,65.01,129.09,Card,Completed,2024-12,Q4,Thursday,False,194.1
TXN-007397,2024-12-19,16:54,Dubai-Al Quoz,Tyre Replacement,957.35,305.61,651.74,Card,Completed,2024-12,Q4,Thursday,False,957.35
TXN-007398,2024-12-19,11:05,Dubai-Al Quoz,Detailing,360.84,133.21,227.63,Card,Completed,2024-12,Q4,Thursday,False,360.84
TXN-007399,2024-12-19,08:01,Dubai-Al Quoz,AC Service,347.02,108.2,238.82,Card,Completed,2024-12,Q4,Thursday,False,347.02
TXN-007400,2024-12-20,11:56,Dubai-Al Quoz,Detailing,374.92,144.14,230.78,Cash,Completed,2024-12,Q4,Friday,False,374.92
TXN-007401,2024-12-20,19:36,Dubai-Al Quoz,Engine Diagnostics,192.49,73.17,119.32,Card,Completed,2024-12,Q4,Friday,False,192.49
TXN-007402,2024-12-20,14:29,Dubai-Al Quoz,Oil Change,184.14,81.48,102.66,Corporate Account,Completed,2024-12,Q4,Friday,False,184.14
TXN-007403,2024-12-20,18:35,Dubai-Al Quoz,Full Service,678.75,267.56,411.19,Card,Completed,2024-12,Q4,Friday,False,678.75
TXN-007404,2024-12-20,08:54,Dubai-Al Quoz,Oil Change,174.12,68.91,105.21,Cash,Completed,2024-12,Q4,Friday,False,174.12
TXN-007405,2024-12-20,08:02,Dubai-Al Quoz,Full Service,706.09,247.35,458.74,Card,Completed,2024-12,Q4,Friday,False,706.09
TXN-007406,2024-12-20,11:57,Dubai-Al Quoz,Oil Change,182.12,66.34,115.78,Card,Completed,2024-12,Q4,Friday,False,182.12
TXN-007407,2024-12-20,14:21,Dubai-Al Quoz,Oil Change,196.3,73.95,122.35,Online,Completed,2024-12,Q4,Friday,False,196.3
TXN-007408,2024-12-20,12:02,Dubai-Al Quoz,Engine Diagnostics,190.36,68.52,121.84,Cash,Completed,2024-12,Q4,Friday,False,190.36
TXN-007409,2024-12-20,14:36,Dubai-Al Quoz,Oil Change,188.49,73.57,114.92,Corporate Account,Completed,2024-12,Q4,Friday,False,188.49
TXN-007410,2024-12-20,15:09,Dubai-Al Quoz,Oil Change,181.44,65.76,115.68,Card,Completed,2024-12,Q4,Friday,False,181.44
TXN-007411,2024-12-20,18:20,Dubai-Al Quoz,Oil Change,170.42,74.9,95.52,Card,Completed,2024-12,Q4,Friday,False,170.42
TXN-007412,2024-12-21,18:07,Dubai-Al Quoz,Wheel Alignment,162.8,67.31,95.49,Corporate Account,Completed,2024-12,Q4,Saturday,False,162.8
TXN-007413,2024-12-21,15:50,Dubai-Al Quoz,Oil Change,166.32,74.44,91.88,Cash,Completed,2024-12,Q4,Saturday,False,166.32
TXN-007414,2024-12-21,18:18,Dubai-Al Quoz,Oil Change,166.89,52.29,114.6,Cash,Completed,2024-12,Q4,Saturday,False,166.89
TXN-007415,2024-12-21,11:07,Dubai-Al Quoz,Full Service,686.16,258.2,427.96,Cash,Completed,2024-12,Q4,Saturday,False,686.16
TXN-007416,2024-12-21,19:43,Dubai-Al Quoz,AC Service,323.62,144.52,179.1,Corporate Account,Completed,2024-12,Q4,Saturday,False,323.62
TXN-007417,2024-12-21,12:58,Dubai-Al Quoz,Detailing,415.52,181.74,233.78,Card,Completed,2024-12,Q4,Saturday,False,415.52
TXN-007418,2024-12-21,19:31,Dubai-Al Quoz,Detailing,365.85,124.01,241.84,Cash,Completed,2024-12,Q4,Saturday,False,365.85
TXN-007419,2024-12-21,11:24,Dubai-Al Quoz,Engine Diagnostics,213.76,74.18,139.58,Corporate Account,Completed,2024-12,Q4,Saturday,False,213.76
TXN-007420,2024-12-21,14:21,Dubai-Al Quoz,Brake Service,434.45,170.7,263.75,Card,Completed,2024-12,Q4,Saturday,False,434.45
TXN-007421,2024-12-21,13:14,Dubai-Al Quoz,Battery Replacement,346.94,134.67,212.27,Card,Completed,2024-12,Q4,Saturday,False,346.94
TXN-007422,2024-12-21,16:26,Dubai-Al Quoz,Battery Replacement,328.35,107.33,221.02,Card,Completed,2024-12,Q4,Saturday,False,328.35
TXN-007423,2024-12-21,15:19,Dubai-Al Quoz,Wheel Alignment,163.27,71.64,91.63,Card,Completed,2024-12,Q4,Saturday,False,163.27
TXN-007424,2024-12-21,15:47,Dubai-Al Quoz,Full Service,761.28,241.84,519.44,Card,Completed,2024-12,Q4,Saturday,False,761.28
TXN-007425,2024-12-21,10:47,Dubai-Al Quoz,Brake Service,454.82,184.79,270.03,Card,Completed,2024-12,Q4,Saturday,False,454.82
TXN-007426,2024-12-21,10:25,Dubai-Al Quoz,AC Service,329.1,146.7,182.4,Card,Completed,2024-12,Q4,Saturday,False,329.1
TXN-007427,2024-12-21,10:45,Dubai-Al Quoz,Tyre Replacement,926.75,341.95,584.8,Card,Completed,2024-12,Q4,Saturday,False,926.75
TXN-007428,2024-12-21,09:25,Dubai-Al Quoz,Oil Change,168.2,52.05,116.15,Cash,Completed,2024-12,Q4,Saturday,False,168.2
TXN-007429,2024-12-21,09:57,Dubai-Al Quoz,Detailing,389.49,139.46,250.03,Card,Completed,2024-12,Q4,Saturday,False,389.49
TXN-007430,2024-12-21,18:26,Dubai-Al Quoz,Tyre Replacement,909.45,310.8,598.65,Card,Completed,2024-12,Q4,Saturday,False,909.45
TXN-007431,2024-12-21,19:51,Dubai-Al Quoz,Wheel Alignment,154.79,53.34,101.45,Card,Completed,2024-12,Q4,Saturday,False,154.79
TXN-007432,2024-12-22,18:08,Dubai-Al Quoz,Engine Diagnostics,199.39,70.29,129.1,Card,Completed,2024-12,Q4,Sunday,False,199.39
TXN-007433,2024-12-22,13:49,Dubai-Al Quoz,AC Service,315.42,105.41,210.01,Corporate Account,Completed,2024-12,Q4,Sunday,False,315.42
TXN-007434,2024-12-22,15:05,Dubai-Al Quoz,Battery Replacement,349.0,137.64,211.36,Corporate Account,Completed,2024-12,Q4,Sunday,False,349.0
TXN-007435,2024-12-22,18:18,Dubai-Al Quoz,Engine Diagnostics,208.34,80.22,128.12,Card,Completed,2024-12,Q4,Sunday,False,208.34
TXN-007436,2024-12-22,10:38,Dubai-Al Quoz,Engine Overhaul,3408.33,1262.23,2146.1,Cash,Completed,2024-12,Q4,Sunday,False,3408.33
TXN-007437,2024-12-22,09:23,Dubai-Al Quoz,AC Service,360.55,160.27,200.28,Card,Completed,2024-12,Q4,Sunday,False,360.55
TXN-007438,2024-12-22,10:38,Dubai-Al Quoz,Oil Change,191.41,76.98,114.43,Card,Completed,2024-12,Q4,Sunday,False,191.41
TXN-007439,2024-12-22,16:06,Dubai-Al Quoz,Battery Replacement,332.36,136.1,196.26,Card,Completed,2024-12,Q4,Sunday,False,332.36
TXN-007440,2024-12-22,09:36,Dubai-Al Quoz,Oil Change,197.42,64.29,133.13,Corporate Account,Completed,2024-12,Q4,Sunday,False,197.42
TXN-007441,2024-12-22,13:27,Dubai-Al Quoz,Brake Service,441.78,133.79,307.99,Cash,Completed,2024-12,Q4,Sunday,False,441.78
TXN-007442,2024-12-22,16:40,Dubai-Al Quoz,Battery Replacement,332.09,114.51,217.58,Corporate Account,Completed,2024-12,Q4,Sunday,False,332.09
TXN-007443,2024-12-22,15:28,Dubai-Al Quoz,Tyre Replacement,938.11,325.16,612.95,Card,Completed,2024-12,Q4,Sunday,False,938.11
TXN-007444,2024-12-22,13:53,Dubai-Al Quoz,Wheel Alignment,162.84,70.2,92.64,Card,Completed,2024-12,Q4,Sunday,False,162.84
TXN-007445,2024-12-22,09:37,Dubai-Al Quoz,Suspension Repair,741.19,262.07,479.12,Cash,Completed,2024-12,Q4,Sunday,False,741.19
TXN-007446,2024-12-22,11:36,Dubai-Al Quoz,Engine Overhaul,3205.56,1066.92,2138.64,Card,Completed,2024-12,Q4,Sunday,False,3205.56
TXN-007447,2024-12-22,09:26,Dubai-Al Quoz,AC Service,334.84,112.34,222.5,Online,Completed,2024-12,Q4,Sunday,False,334.84
TXN-007448,2024-12-23,15:32,Dubai-Al Quoz,Oil Change,0.0,0.0,0.0,Cash,Void,2024-12,Q4,Monday,True,0.0
TXN-007449,2024-12-23,10:03,Dubai-Al Quoz,Engine Diagnostics,218.29,86.91,131.38,Cash,Completed,2024-12,Q4,Monday,False,218.29
TXN-007450,2024-12-23,11:33,Dubai-Al Quoz,Detailing,413.36,159.43,253.93,Cash,Completed,2024-12,Q4,Monday,False,413.36
TXN-007451,2024-12-23,19:51,Dubai-Al Quoz,AC Service,357.79,134.96,222.83,Cash,Completed,2024-12,Q4,Monday,False,357.79
TXN-007452,2024-12-23,10:52,Dubai-Al Quoz,Brake Service,487.34,217.62,269.72,Online,Completed,2024-12,Q4,Monday,False,487.34
TXN-007453,2024-12-23,17:15,Dubai-Al Quoz,AC Service,321.32,128.82,192.5,Card,Completed,2024-12,Q4,Monday,False,321.32
TXN-007454,2024-12-23,19:04,Dubai-Al Quoz,AC Service,324.9,143.95,180.95,Cash,Completed,2024-12,Q4,Monday,False,324.9
TXN-007455,2024-12-23,14:16,Dubai-Al Quoz,AC Service,342.85,140.95,201.9,Card,Completed,2024-12,Q4,Monday,False,342.85
TXN-007456,2024-12-23,15:13,Dubai-Al Quoz,AC Service,329.85,124.66,205.19,Cash,Completed,2024-12,Q4,Monday,False,329.85
TXN-007457,2024-12-23,09:34,Dubai-Al Quoz,Detailing,392.34,172.57,219.77,Cash,Completed,2024-12,Q4,Monday,False,392.34
TXN-007458,2024-12-23,16:39,Dubai-Al Quoz,Oil Change,166.55,62.56,103.99,Online,Completed,2024-12,Q4,Monday,False,166.55
TXN-007459,2024-12-23,09:45,Dubai-Al Quoz,Engine Diagnostics,188.83,68.13,120.7,Card,Completed,2024-12,Q4,Monday,False,188.83
TXN-007460,2024-12-23,09:15,Dubai-Al Quoz,AC Service,360.68,110.51,250.17,Card,Completed,2024-12,Q4,Monday,False,360.68
TXN-007461,2024-12-23,19:15,Dubai-Al Quoz,Battery Replacement,342.2,107.26,234.94,Card,Completed,2024-12,Q4,Monday,False,342.2
TXN-007462,2024-12-23,10:10,Dubai-Al Quoz,Brake Service,470.54,181.53,289.01,Card,Completed,2024-12,Q4,Monday,False,470.54
TXN-007463,2024-12-23,10:43,Dubai-Al Quoz,AC Service,337.51,125.93,211.58,Online,Completed,2024-12,Q4,Monday,False,337.51
TXN-007464,2024-12-23,08:01,Dubai-Al Quoz,AC Service,342.96,115.58,227.38,Corporate Account,Completed,2024-12,Q4,Monday,False,342.96
TXN-007465,2024-12-23,09:31,Dubai-Al Quoz,Suspension Repair,833.75,269.33,564.42,Cash,Completed,2024-12,Q4,Monday,False,833.75
TXN-007466,2024-12-23,15:26,Dubai-Al Quoz,Brake Service,426.82,163.31,263.51,Card,Completed,2024-12,Q4,Monday,False,426.82
TXN-007467,2024-12-23,11:17,Dubai-Al Quoz,Wheel Alignment,148.14,65.41,82.73,Card,Completed,2024-12,Q4,Monday,False,148.14
TXN-007468,2024-12-23,17:50,Dubai-Al Quoz,Suspension Repair,834.63,293.46,541.17,Cash,Completed,2024-12,Q4,Monday,False,834.63
TXN-007469,2024-12-23,15:22,Dubai-Al Quoz,AC Service,383.42,146.72,236.7,Card,Completed,2024-12,Q4,Monday,False,383.42
TXN-007470,2024-12-23,09:23,Dubai-Al Quoz,Wheel Alignment,161.8,69.36,92.44,Cash,Completed,2024-12,Q4,Monday,False,161.8
TXN-007471,2024-12-23,08:52,Dubai-Al Quoz,Battery Replacement,288.97,118.37,170.6,Online,Completed,2024-12,Q4,Monday,False,288.97
TXN-007472,2024-12-23,10:38,Dubai-Al Quoz,Suspension Repair,878.99,278.23,600.76,Cash,Completed,2024-12,Q4,Monday,False,878.99
TXN-007473,2024-12-23,14:58,Dubai-Al Quoz,Detailing,437.91,191.4,246.51,Cash,Completed,2024-12,Q4,Monday,False,437.91
TXN-007474,2024-12-24,09:56,Dubai-Al Quoz,Oil Change,175.02,63.52,111.5,Card,Completed,2024-12,Q4,Tuesday,False,175.02
TXN-007475,2024-12-24,09:26,Dubai-Al Quoz,Tyre Replacement,893.42,341.55,551.87,Card,Completed,2024-12,Q4,Tuesday,False,893.42
TXN-007476,2024-12-24,11:11,Dubai-Al Quoz,Brake Service,414.49,186.14,228.35,Card,Completed,2024-12,Q4,Tuesday,False,414.49
TXN-007477,2024-12-24,16:30,Dubai-Al Quoz,Oil Change,170.67,68.72,101.95,Card,Completed,2024-12,Q4,Tuesday,False,170.67
TXN-007478,2024-12-24,12:32,Dubai-Al Quoz,Full Service,706.41,281.22,425.19,Online,Completed,2024-12,Q4,Tuesday,False,706.41
TXN-007479,2024-12-24,17:06,Dubai-Al Quoz,Wheel Alignment,146.25,46.1,100.15,Card,Completed,2024-12,Q4,Tuesday,False,146.25
TXN-007480,2024-12-24,09:25,Dubai-Al Quoz,Oil Change,187.89,67.71,120.18,Card,Completed,2024-12,Q4,Tuesday,False,187.89
TXN-007481,2024-12-24,16:04,Dubai-Al Quoz,Oil Change,183.52,81.6,101.92,Card,Completed,2024-12,Q4,Tuesday,False,183.52
TXN-007482,2024-12-24,08:52,Dubai-Al Quoz,Detailing,382.09,155.54,226.55,Card,Completed,2024-12,Q4,Tuesday,False,382.09
TXN-007483,2024-12-24,15:25,Dubai-Al Quoz,Full Service,730.55,246.43,484.12,Cash,Completed,2024-12,Q4,Tuesday,False,730.55
TXN-007484,2024-12-24,16:46,Dubai-Al Quoz,Detailing,434.04,185.25,248.79,Card,Completed,2024-12,Q4,Tuesday,False,434.04
TXN-007485,2024-12-24,16:51,Dubai-Al Quoz,Oil Change,166.81,53.85,112.96,Corporate Account,Completed,2024-12,Q4,Tuesday,False,166.81
TXN-007486,2024-12-24,14:43,Dubai-Al Quoz,Suspension Repair,810.5,301.15,509.35,Card,Completed,2024-12,Q4,Tuesday,False,810.5
TXN-007487,2024-12-24,16:31,Dubai-Al Quoz,Full Service,692.17,218.15,474.02,Card,Completed,2024-12,Q4,Tuesday,False,692.17
TXN-007488,2024-12-24,08:17,Dubai-Al Quoz,AC Service,317.87,112.37,205.5,Card,Completed,2024-12,Q4,Tuesday,False,317.87
TXN-007489,2024-12-24,09:49,Dubai-Al Quoz,Battery Replacement,312.39,104.93,207.46,Card,Completed,2024-12,Q4,Tuesday,False,312.39
TXN-007490,2024-12-24,17:18,Dubai-Al Quoz,AC Service,345.22,127.5,217.72,Card,Completed,2024-12,Q4,Tuesday,False,345.22
TXN-007491,2024-12-24,16:29,Dubai-Al Quoz,Battery Replacement,336.18,147.04,189.14,Corporate Account,Completed,2024-12,Q4,Tuesday,False,336.18
TXN-007492,2024-12-24,18:39,Dubai-Al Quoz,Full Service,738.86,270.92,467.94,Cash,Completed,2024-12,Q4,Tuesday,False,738.86
TXN-007493,2024-12-25,08:23,Dubai-Al Quoz,AC Service,361.75,146.12,215.63,Cash,Completed,2024-12,Q4,Wednesday,False,361.75
TXN-007494,2024-12-25,09:34,Dubai-Al Quoz,Oil Change,191.56,75.71,115.85,Card,Completed,2024-12,Q4,Wednesday,False,191.56
TXN-007495,2024-12-25,08:41,Dubai-Al Quoz,Battery Replacement,307.14,133.98,173.16,Card,Completed,2024-12,Q4,Wednesday,False,307.14
TXN-007496,2024-12-25,19:55,Dubai-Al Quoz,Tyre Replacement,833.82,265.35,568.47,Online,Completed,2024-12,Q4,Wednesday,False,833.82
TXN-007497,2024-12-25,09:09,Dubai-Al Quoz,Oil Change,189.06,68.36,120.7,Online,Completed,2024-12,Q4,Wednesday,False,189.06
TXN-007498,2024-12-25,17:27,Dubai-Al Quoz,Full Service,685.2,239.02,446.18,Cash,Completed,2024-12,Q4,Wednesday,False,685.2
TXN-007499,2024-12-25,10:38,Dubai-Al Quoz,Oil Change,197.06,65.19,131.87,Cash,Completed,2024-12,Q4,Wednesday,False,197.06
TXN-007500,2024-12-25,09:50,Dubai-Al Quoz,AC Service,337.38,134.64,202.74,Card,Completed,2024-12,Q4,Wednesday,False,337.38
TXN-007501,2024-12-25,15:19,Dubai-Al Quoz,Brake Service,472.82,211.31,261.51,Cash,Completed,2024-12,Q4,Wednesday,False,472.82
TXN-007502,2024-12-25,13:46,Dubai-Al Quoz,Detailing,394.35,167.04,227.31,Card,Completed,2024-12,Q4,Wednesday,False,394.35
TXN-007503,2024-12-25,11:33,Dubai-Al Quoz,Tyre Replacement,817.04,345.44,471.6,Cash,Completed,2024-12,Q4,Wednesday,False,817.04
TXN-007504,2024-12-25,15:26,Dubai-Al Quoz,Tyre Replacement,923.15,400.45,522.7,Card,Completed,2024-12,Q4,Wednesday,False,923.15
